CTV1
AlC2022La printing, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 99, 2, 2, 0, 
AlR2022Do printing, 1, 1, 0, 0, 0, 2, 1, 0, 3, 0, 99, 1, 0, 0, 
AnB2022Ba printing, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 99, 1, 0, 0, 
AnR2022Cm printing, 1, 1, 0, 0, 0, 99, 1, 0, 1, 1, 0, 1, 1, 1, 
BrC2022Oc printing, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 0, 1, 2, 
BrJ2022Pe printing, 1, 1, 0, 0, 0, 0, 1, 0, 2, 1, 99, 2, 2, 1, 
BrM2022Ch printing, 1, 1, 0, 0, 0, 1, 0, 0, 3, 1, 99, 2, 1, 0, 
CaJ2022Cl printing, 1, 1, 0, 1, 3, 5, 0, 0, 3, 1, 0, 1, 0, 0, 
CoC2022Ho printing, 1, 1, 0, 0, 0, 1, 1, 3, 3, 0, 99, 1, 0, 0, 
CoJ2022Sa printing, 1, 1, 0, 0, 1, 5, 1, 0, 3, 0, 99, 1, 0, 0, 
DaM2022Bo printing, 1, 1, 0, 0, 0, 1, 1, 0, 2, 1, 99, 1, 0, 0, 
EmK2022Jo printing, 1, 1, 0, 0, 0, 1, 1, 0, 2, 1, 99, 0, 0, 1, 
JaD2022Sm printing, 1, 1, 0, 99, 0, 0, 0, 0, 3, 0, 99, 1, 0, 0, 
JaE2022Ho printing, 1, 1, 0, 0, 0, 1, 0, 0, 3, 0, 99, 2, 0, 0, 
KaM2022Sp printing, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 99, 1, 0, 0, 
KyE2022Wo printing, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 99, 0, 0, 1, 
LeB2022Be printing, 1, 1, 0, 0, 0, 1, 1, 0, 2, 1, 99, 2, 2, 1, 
LiF2022Le printing, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 99, 1, 0, 0, 
LuS2022Ce printing, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 1, 1, 1, 
MaJ2022En printing, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 99, 1, 1, 1, 
NaK2022Ro printing, 1, 1, 0, 0, 0, 1, 1, 0, 3, 0, 99, 2, 1, 0, 
OlR2022Fa printing, 1, 1, 0, 1, 0, 1, 1, 0, 3, 0, 99, 1, 0, 0, 
PaJ2022So printing, 1, 1, 0, 0, 0, 0, 1, 0, 2, 1, 99, 1, 0, 0, 
SaJ2022Bi printing, 1, 1, 0, 1, 0, 1, 1, 0, 99, 1, 99, 1, 1, 1, 
SeK2022Ya printing, 1, 1, 0, 0, 0, 1, 1, 0, 2, 1, 99, 0, 0, 1, 
WiD2022Ha printing, 1, 1, 0, 0, 0, 99, 0, 0, 2, 99, 0, 2, 1, 0, 
