CTV1
AlG2022We printing, 1, 1, 0, 0, 0, 1, 1, 0, 3, 0, 99, 2, 0, 0, 
AnM2022Qu printing, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 99, 1, 1, 1, 
DeM2022Br printing, 1, 1, 0, 0, 0, 1, 0, 0, 3, 0, 0, 1, 1, 1, 
EmJ2022Sl printing, 1, 1, 5, 3, 0, 1, 0, 0, 1, 1, 0, 1, 0, 0, 
FiM2022Do printing, 1, 1, 3, 4, 1, 5, 0, 3, 3, 0, 99, 1, 1, 1, 
GaE2022Fr printing, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 99, 1, 0, 0, 
HuL2022Ha printing, 1, 1, 0, 0, 0, 1, 1, 0, 3, 1, 99, 1, 0, 0, 
JaC2022Ca printing, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 1, 1, 1, 
JaM2022Sa printing, 1, 1, 0, 0, 0, 1, 0, 0, 3, 1, 99, 1, 0, 0, 
JoA2022Yi printing, 1, 1, 0, 0, 0, 1, 1, 0, 3, 1, 99, 1, 0, 0, 
KaJ2022Am printing, 1, 1, 0, 0, 0, 0, 1, 0, 3, 0, 99, 1, 0, 0, 
KeW2022Bl printing, 1, 1, 0, 1, 0, 1, 1, 0, 3, 0, 99, 1, 0, 0, 
LiG2022Yo printing, 1, 1, 0, 4, 0, 1, 1, 0, 3, 0, 99, 0, 0, 0, 
LyR2022Ba printing, 1, 1, 0, 4, 0, 1, 1, 0, 1, 1, 99, 1, 1, 1, 
MaE2022Si printing, 1, 1, 0, 0, 0, 1, 1, 2, 3, 1, 99, 1, 1, 1, 
MaH2022Ab printing, 1, 1, 0, 1, 0, 1, 0, 0, 1, 1, 99, 1, 1, 1, 
MaJ2022Ko printing, 1, 1, 0, 1, 0, 1, 1, 0, 3, 0, 99, 1, 0, 0, 
MaP2022Ol printing, 1, 1, 0, 1, 0, 1, 0, 0, 3, 0, 99, 2, 0, 0, 
MaS2022Ra printing, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 1, 1, 1, 
MoL2022Ma printing, 1, 1, 0, 0, 0, 1, 1, 0, 2, 1, 99, 2, 0, 0, 
ShJ2022Yu printing, 1, 1, 0, 4, 0, 1, 1, 0, 1, 1, 99, 1, 1, 1, 
SoJ2022Go printing, 1, 1, 0, 1, 0, 1, 0, 0, 3, 0, 99, 2, 0, 0, 
StJ2022Mo printing, 1, 1, 0, 0, 0, 1, 1, 0, 3, 0, 99, 1, 0, 0, 
SuE2022Ne printing, 1, 1, 0, 0, 0, 0, 0, 0, 3, 0, 99, 1, 0, 0, 
