CTV1
AaC2022Le printing, 1, 1, 0, 0, 0, 1, 0, 0, 3, 0, 99, 2, 0, 0, 
AbS2022Jo printing, 1, 1, 0, 0, 0, 1, 1, 0, 3, 0, 99, 2, 0, 0, 
AlL2022St printing, 1, 1, 0, 0, 0, 1, 1, 0, 3, 0, 99, 2, 0, 0, 
BlL2022Ko printing, 1, 1, 0, 0, 0, 1, 1, 0, 3, 0, 99, 0, 0, 0, 
BrL2022Ka printing, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 99, 1, 0, 0, 
CaE2022Ol printing, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 1, 0, 0, 
EmA2022Bi printing, 1, 1, 0, 1, 0, 1, 1, 0, 3, 1, 99, 0, 0, 0, 
FrR2022Ul printing, 1, 1, 0, 0, 0, 1, 1, 0, 1, 1, 99, 0, 1, 2, 
HuD2022Ly printing, 1, 1, 0, 0, 0, 3, 1, 0, 0, 1, 99, 0, 1, 2, 
JeA2022Ma printing, 1, 1, 0, 0, 0, 1, 1, 0, 3, 0, 99, 2, 0, 0, 
JiJ2022Yo printing, 1, 1, 0, 1, 0, 1, 1, 0, 3, 0, 99, 99, 0, 0, 
KaL2022Ul printing, 1, 1, 0, 0, 0, 1, 99, 0, 1, 1, 99, 2, 0, 0, 
LiK2022Ya printing, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 0, 0, 0, 
MaK2022Bu printing, 1, 1, 0, 0, 0, 3, 0, 0, 3, 0, 99, 1, 0, 0, 
MaR2022Pr printing, 1, 1, 0, 0, 0, 1, 0, 0, 3, 0, 99, 2, 0, 0, 
NaH2022Kh printing, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 2, 0, 0, 
OlR2022Hu printing, 1, 1, 0, 0, 0, 0, 1, 0, 3, 0, 99, 1, 0, 0, 
PaL2022Fi printing, 1, 1, 0, 0, 0, 1, 1, 0, 2, 1, 99, 0, 0, 2, 
RaA2022He printing, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 2, 2, 0, 
RaL2022Sc printing, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 99, 1, 0, 0, 
RaO2022Kh printing, 1, 1, 0, 0, 0, 1, 1, 0, 3, 0, 99, 2, 0, 0, 
RoP2022Va printing, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 99, 1, 1, 1, 
ShF2022Nu printing, 1, 1, 0, 0, 0, 1, 1, 0, 3, 0, 99, 2, 0, 0, 
